,0,1,2,3,4,5,6,7,8,9
74,UNS:0.050973,-1.0,UNS:0.052176,UNS:0.066502,UNS:0.038802,UNS:0.040432,UNS:0.041138,UNS:0.041954,UNS:0.040156,UNS:0.039577
75,UNS:0.041258,UNS:0.042064,UNS:0.098745,UNS:0.108144,UNS:0.039359,UNS:0.040801,UNS:0.040706,-1.0,UNS:0.04141,UNS:0.049925
76,UNS:0.039442,UNS:0.039065,UNS:0.041323,-1.0,UNS:0.039563,UNS:0.110805,UNS:0.041909,UNS:0.039194,UNS:0.040709,UNS:0.084465
77,UNS:0.100398,UNS:0.096257,-1.0,SAT:0.81742,TIMEOUT,SAT:1.15736,UNS:25.232603,SAT:2.038571,SAT:1.660558,SAT:0.952627
78,UNS:0.04766,UNS:0.043907,UNS:0.039017,UNS:0.132861,UNS:0.096164,UNS:0.114354,UNS:0.038381,UNS:0.040774,SAT:2.341461,-1.0
79,UNS:0.038592,UNS:0.039251,UNS:0.042408,UNS:0.041464,UNS:0.045173,UNS:0.040549,UNS:0.043327,-1.0,UNS:0.039757,UNS:0.039858
80,UNS:0.040554,UNS:0.119063,UNS:0.039089,UNS:0.03954,UNS:0.038766,UNS:0.039377,UNS:0.039565,-1.0,UNS:0.04101,UNS:0.039458
81,UNS:0.039535,UNS:0.039333,UNS:0.097067,UNS:0.039954,UNS:0.041427,UNS:0.043192,-1.0,UNS:0.038946,UNS:0.039634,UNS:0.039467
82,UNS:0.038936,UNS:0.039528,-1.0,UNS:0.040754,UNS:0.039959,UNS:0.040641,UNS:0.039739,UNS:0.038959,UNS:0.076981,UNS:0.040921
83,UNS:0.109486,UNS:0.043108,UNS:0.040199,UNS:0.040188,UNS:0.040384,UNS:0.04084,UNS:0.042471,-1.0,UNS:0.038843,UNS:0.09907
84,UNS:0.044478,UNS:0.100283,UNS:0.101376,UNS:0.102026,SAT:1.278092,SAT:1.229206,SAT:13.702467,UNS:0.04106,-1.0,SAT:2.086803
