,0,1,2,3,4,5,6,7,8,9
89,UNS:0.045005,-1.0,UNS:0.049924,UNS:0.042429,UNS:0.042557,UNS:0.039961,UNS:0.038117,UNS:0.040208,UNS:0.04446,UNS:0.038885
90,UNS:0.039627,UNS:0.045378,UNS:0.039773,-1.0,UNS:0.039889,UNS:0.043859,UNS:0.039982,UNS:0.038526,UNS:0.080463,UNS:0.062993
91,UNS:0.041265,UNS:0.048107,UNS:0.039157,UNS:0.041125,UNS:0.03912,UNS:0.046646,-1.0,UNS:0.038514,UNS:0.038621,UNS:0.120642
92,UNS:0.042305,UNS:0.0423,UNS:0.039564,UNS:0.044799,SAT:0.549944,UNS:0.047967,UNS:0.039059,UNS:0.045986,UNS:0.105462,-1.0
93,UNS:0.045477,UNS:0.04046,UNS:0.04015,-1.0,UNS:0.066085,UNS:0.04296,UNS:0.043578,UNS:0.043277,UNS:0.038639,UNS:0.110989
94,UNS:0.129538,-1.0,UNS:0.040665,UNS:0.040878,UNS:0.039086,UNS:0.040012,UNS:0.039963,UNS:0.040608,UNS:0.038961,UNS:0.039926
95,UNS:0.110655,UNS:0.040238,UNS:0.066115,UNS:0.044004,-1.0,UNS:0.117802,UNS:0.048669,UNS:0.102547,SAT:1.231969,SAT:0.87371
96,UNS:0.042778,-1.0,UNS:0.03951,UNS:0.046276,UNS:0.040174,UNS:0.05858,UNS:0.040162,UNS:0.043596,UNS:0.047098,UNS:0.040014
97,UNS:0.049311,UNS:0.114549,UNS:0.121239,UNS:0.100604,UNS:0.08001,UNS:0.039061,UNS:0.066775,-1.0,SAT:0.496614,SAT:1.642526
98,UNS:0.047146,UNS:0.043917,UNS:0.042643,UNS:0.068874,UNS:0.041208,UNS:0.040396,-1.0,UNS:0.062355,UNS:0.038611,UNS:0.041345
99,UNS:0.049911,UNS:0.043139,UNS:0.13185,UNS:0.0453,UNS:0.038813,UNS:0.043483,UNS:0.042314,UNS:0.044082,UNS:0.040183,-1.0
100,UNS:0.040264,UNS:0.040194,UNS:0.050042,UNS:0.077335,UNS:0.130927,UNS:0.039834,-1.0,UNS:0.039511,UNS:0.043851,UNS:0.040782
101,-1.0,UNS:0.039921,UNS:0.043532,UNS:0.082027,UNS:0.039959,UNS:0.039323,UNS:0.106645,UNS:0.049446,UNS:0.047758,UNS:0.041647
102,UNS:0.059666,UNS:0.039607,UNS:0.038855,UNS:0.041649,UNS:0.039702,-1.0,UNS:0.03861,UNS:0.039116,UNS:0.040618,UNS:0.038554
103,UNS:0.03982,UNS:0.039177,UNS:0.040129,UNS:0.041409,-1.0,UNS:0.0426,UNS:0.042639,UNS:0.039664,UNS:0.040244,UNS:0.040024
104,UNS:0.042972,UNS:0.043758,UNS:0.040032,UNS:0.040187,UNS:0.042944,SAT:1.067772,UNS:0.067382,UNS:0.042245,UNS:0.039195,-1.0
105,UNS:0.03885,UNS:0.044634,UNS:0.040778,UNS:0.085844,UNS:0.039265,UNS:0.038466,UNS:0.042117,UNS:0.062582,UNS:0.039077,-1.0
106,UNS:0.089348,UNS:0.042436,-1.0,UNS:0.039766,UNS:0.038933,UNS:0.038499,UNS:0.040588,UNS:0.045135,UNS:0.041225,UNS:0.039963
107,UNS:0.039895,-1.0,UNS:0.047488,UNS:0.04205,UNS:0.039948,UNS:0.043664,UNS:0.102034,UNS:0.039546,UNS:0.070386,UNS:0.038834
108,UNS:0.039717,UNS:0.156625,UNS:0.045627,UNS:0.080781,UNS:0.040899,UNS:0.043319,UNS:0.041828,UNS:0.050977,UNS:0.041246,-1.0
109,UNS:0.040588,UNS:0.042018,UNS:0.040451,UNS:0.038755,-1.0,UNS:0.102593,UNS:0.039744,UNS:0.042428,UNS:0.042868,UNS:0.039805
110,UNS:0.040627,UNS:0.040773,UNS:0.039022,UNS:0.039774,UNS:0.042717,UNS:0.051473,UNS:0.041727,UNS:0.039488,-1.0,UNS:0.042489
111,UNS:0.046518,UNS:0.046888,UNS:0.135573,UNS:0.225131,UNS:0.041793,UNS:0.040679,UNS:0.0406,-1.0,UNS:0.092035,UNS:0.039671
112,UNS:0.041995,UNS:0.066999,UNS:0.041671,-1.0,UNS:0.041284,UNS:0.066045,UNS:0.039357,UNS:0.038923,UNS:0.039838,UNS:0.043516
113,UNS:0.038943,UNS:0.038243,UNS:0.043748,UNS:0.040123,UNS:0.040813,UNS:0.041618,UNS:0.039545,UNS:0.093042,UNS:0.131197,-1.0
