,0,1,2,3,4,5,6,7,8,9
86,UNS:0.042137,UNS:0.042729,UNS:0.045375,UNS:0.042823,UNS:0.038137,UNS:0.044725,UNS:0.053875,-1.0,UNS:0.039377,UNS:0.041911
87,UNS:0.041825,UNS:0.047545,UNS:0.042178,-1.0,UNS:0.041973,UNS:0.051249,UNS:0.045345,UNS:0.043927,UNS:0.04499,UNS:0.045146
88,UNS:0.042699,UNS:0.040398,UNS:0.03982,UNS:0.039414,UNS:0.039541,UNS:0.039418,-1.0,UNS:0.039121,UNS:0.05632,UNS:0.039495
89,UNS:0.040946,-1.0,UNS:0.043919,UNS:0.039595,UNS:0.040488,UNS:0.041243,UNS:0.0406,UNS:0.04157,UNS:0.040546,UNS:0.039753
90,UNS:0.04012,UNS:0.039567,UNS:0.041223,-1.0,UNS:0.040223,UNS:0.043543,UNS:0.039817,UNS:0.039358,UNS:0.039986,UNS:0.041029
91,UNS:0.038876,UNS:0.0409,UNS:0.038757,UNS:0.039366,UNS:0.039629,UNS:0.045887,-1.0,UNS:0.041034,UNS:0.038882,UNS:0.041685
92,UNS:0.039077,UNS:0.041247,UNS:0.039012,UNS:0.04593,SAT:0.476666,UNS:0.03875,UNS:0.039422,UNS:0.03798,UNS:0.039157,-1.0
93,UNS:0.039458,UNS:0.062858,UNS:0.048312,-1.0,UNS:0.049323,UNS:0.040436,UNS:0.044382,UNS:0.041109,UNS:0.041085,UNS:0.046989
94,UNS:0.053395,-1.0,UNS:0.039804,UNS:0.040229,UNS:0.039143,UNS:0.038672,UNS:0.040068,UNS:0.038682,UNS:0.039862,UNS:0.044332
95,UNS:0.041841,UNS:0.038533,UNS:0.038662,UNS:0.040979,-1.0,UNS:0.039372,UNS:0.044492,UNS:0.03913,UNS:0.04467,SAT:0.601164
96,UNS:0.043534,-1.0,UNS:0.039965,UNS:0.045288,UNS:0.038815,UNS:0.041546,UNS:0.0389,UNS:0.039004,UNS:0.038914,UNS:0.045915
97,UNS:0.059235,UNS:0.044803,UNS:0.100979,UNS:0.106319,UNS:0.03906,UNS:0.047745,UNS:0.054437,-1.0,SAT:0.421703,UNS:0.107085
98,UNS:0.043323,UNS:0.039307,UNS:0.042058,UNS:0.056733,UNS:0.040767,UNS:0.039308,-1.0,UNS:0.068812,UNS:0.039075,UNS:0.049953
99,UNS:0.041258,UNS:0.039442,UNS:0.039165,UNS:0.039507,UNS:0.038651,UNS:0.038571,UNS:0.03849,UNS:0.039129,UNS:0.038774,-1.0
