,0,1,2,3,4,5,6,7,8,9
142,UNS:0.041924,UNS:0.038402,UNS:0.047674,-1.0,UNS:0.038223,UNS:0.039011,UNS:0.040444,UNS:0.038894,UNS:0.049006,UNS:0.03941
143,UNS:0.042266,-1.0,UNS:0.040873,UNS:0.108906,UNS:0.040677,UNS:0.040199,UNS:0.038528,UNS:0.105862,UNS:0.10842,UNS:0.050269
144,UNS:0.042529,UNS:0.048269,UNS:0.109733,UNS:0.038863,UNS:0.03925,UNS:0.039116,UNS:0.0383,-1.0,UNS:0.038853,UNS:0.039899
145,UNS:0.038238,-1.0,UNS:0.114124,UNS:0.040698,UNS:0.038351,UNS:0.039103,UNS:0.03951,UNS:0.03867,UNS:0.038463,UNS:0.039976
146,UNS:0.039165,UNS:0.038517,UNS:0.038698,UNS:0.039369,UNS:0.05248,UNS:0.039523,UNS:0.038845,UNS:0.039236,-1.0,UNS:0.160476
147,UNS:0.039501,UNS:0.042437,-1.0,UNS:0.041339,UNS:0.039787,UNS:0.043179,UNS:0.044519,UNS:0.039662,UNS:0.038853,UNS:0.039866
148,-1.0,UNS:0.040319,UNS:0.039754,UNS:0.112521,UNS:0.038373,UNS:0.039963,UNS:0.040167,UNS:0.040464,UNS:0.043463,UNS:0.038777
149,UNS:0.148483,UNS:0.105033,-1.0,UNS:0.115184,SAT:0.476306,-1.0,-1.0,-1.0,-1.0,-1.0
150,UNS:0.056494,UNS:0.0398,UNS:0.039717,UNS:0.04164,UNS:0.101137,UNS:0.038382,UNS:0.039631,UNS:0.039896,UNS:0.03857,-1.0
151,UNS:0.042595,UNS:0.039852,UNS:0.038822,SAT:0.603897,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152,UNS:0.039096,UNS:0.040341,UNS:0.049323,UNS:0.039335,UNS:0.038566,-1.0,UNS:0.039411,UNS:0.038865,UNS:0.050241,UNS:0.038349
153,UNS:0.043893,UNS:0.038397,UNS:0.042549,UNS:0.038288,UNS:0.039558,-1.0,UNS:0.042806,UNS:0.046018,UNS:0.039642,UNS:0.04289
154,UNS:0.039151,-1.0,UNS:0.094988,UNS:0.109919,UNS:0.044082,UNS:0.038452,UNS:0.040755,UNS:0.039454,UNS:0.038944,UNS:0.03969
